NAME,FIRSTREF,FIRSTURL,DATE,NUM_OBS,MASS(mjupiter),RADIUS(rjupiter),PERIOD(day),ECCENTRICITY,SEMI_MAJOR_AXIS(AU),SEPARATION(AU),STAR_NAME,DIST(PARSEC),RA_STRING(h:m:s),DEC_STRING(d:m:s),STAR_MASS(msun),STAR_RADIUS(rsun)
TrES-1 b,Alonso 2004,http://adsabs.harvard.edu/abs/2004ApJ...613L.153A,2004,8,0.752484,1.067,3.030065,0,0.0392516,0.0392516,TrES-1,152.207,19:04:09.844,+36:37:57.5,0.878,0.807
HD 142415 b,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,2004,137,1.66194,,386.29999,0.5,1.06061,1.06061,HD 142415,34.2349,+15:57:40.92,-60:12:00.03,1.065,1.11902
HD 37605 b,Cochran 2004,http://adsabs.harvard.edu/abs/2004ApJ...611L.133C,2004,101,2.80174,,55.01307,0.6767,0.283337,0.283337,HD 37605,43.9754,+05:40:01.70,+06:03:40.24,1,0.916831
OGLE-TR-132 b,Bouchy 2004,http://adsabs.harvard.edu/abs/2004A%26A...421L..13B,2004,,1.18,1.2,1.689868,0,0.0303507,0.0303507,OGLE-TR-132,172.414,10:50:34.720,-61:57:25.9,1.305,1.32
HD 65216 b,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,2004,70,1.21636,,613.09998,0.41,1.37427,1.37427,HD 65216,35.5745,+07:53:41.48,-63:38:51.64,0.92,0.88536
HD 154857 b,McCarthy 2004,http://adsabs.harvard.edu/abs/2004ApJ...617..575M,2004,70,2.24797,,408.6,0.46,1.2912,1.2912,HD 154857,64.2261,+17:11:15.63,-56:40:50.38,1.718,1.86203
HD 111232 b,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,2004,38,6.84182,,1143,0.2,1.97489,1.97489,HD 111232,29.3427,+12:48:51.71,-68:25:31.53,0.78,0.874998
mu Ara d,Santos 2004,http://adsabs.harvard.edu/abs/2004A%26A...426L..19S,2004,170,0.0345873,,9.6386,0.172,0.0927843,0.0927843,mu Ara,15.5111,+17:44:08.72,-51:50:00.92,1.147,1.25035
HD 27894 b,Moutou 2005,http://adsabs.harvard.edu/abs/2005A%26A...439..367M,2005,20,0.617925,,17.990999,0.049,0.122117,0.122117,HD 27894,43.8789,+04:20:46.84,-59:24:41.40,0.75,1.20255
HD 63454 b,Moutou 2005,http://adsabs.harvard.edu/abs/2005A%26A...439..367M,2005,34,0.384566,,2.818049,0,0.0362523,0.0362523,HD 63454,34.5423,+07:39:21.91,-78:16:43.95,0.8,1.15809
HD 117618 b,Tinney 2005,http://adsabs.harvard.edu/abs/2005ApJ...623.1171T,2005,57,0.176652,,25.827,0.42,0.174852,0.174852,HD 117618,37.9651,+13:32:25.53,-47:16:15.82,1.069,1.16537
HD 99492 b,Marcy 2005,http://adsabs.harvard.edu/abs/2005ApJ...619..570M,2005,51,0.106179,,17.0431,0.254,0.121908,0.121908,HD 99492,17.9565,+11:26:46.70,+03:00:21.11,0.832,0.630794
HD 128311 c,Vogt 2005,http://adsabs.harvard.edu/abs/2005ApJ...632..638V,2005,154,3.24848,,923.8,0.23,1.74533,1.74533,HD 128311,16.5016,+14:36:00.44,+09:44:49.65,0.828,0.58322
HD 117207 b,Marcy 2005,http://adsabs.harvard.edu/abs/2005ApJ...619..570M,2005,43,1.8189,,2597,0.144,3.73753,3.73753,HD 117207,33.0469,+13:29:21.26,-35:34:14.96,1.031,0.951872
HD 101930 b,Lovis 2005,http://adsabs.harvard.edu/abs/2005A%26A...437.1121L,2005,16,0.299187,,70.459999,0.11,0.302019,0.302019,HD 101930,29.2056,+11:43:30.09,-58:00:27.83,0.74,1.19859
HD 149026 b,Sato 2005,http://adsabs.harvard.edu/abs/2005ApJ...633..465S,2005,16,0.361471,0.654,2.8758911,0,0.0431325,0.0431325,HD 149026,79.4281,+16:30:29.68,+38:20:49.85,1.294,1.368
HD 108874 c,Vogt 2005,http://adsabs.harvard.edu/abs/2005ApJ...632..638V,2005,55,1.02837,,1680.3835,0.273039,2.72021,2.72021,HD 108874,62.6174,+12:30:26.80,+22:52:48.16,0.95,1.12115
HD 189733 b,Bouchy 2005,http://adsabs.harvard.edu/abs/2005A%26A...444L..15B,2005,,1.1436,1.138,2.21857567,0,0.0309953,0.0309953,HD 189733,19.4515,+20:00:43.71,+22:42:41.26,0.806,0.756
HD 217107 c,Vogt 2005,http://adsabs.harvard.edu/abs/2005ApJ...632..638V,2005,207,2.61546,,4270,0.517222,5.33414,5.33414,HD 217107,19.857,+22:58:15.54,-02:23:43.25,1.108,1.5
HD 88133 b,Fischer 2005,http://adsabs.harvard.edu/abs/2005ApJ...620..481F,2005,21,0.296108,,3.41587,0.133,0.0469104,0.0469104,HD 88133,81.4332,+10:10:07.68,+18:11:15.04,1.18,1.94267
HD 102117 b,Tinney 2005,http://adsabs.harvard.edu/abs/2005ApJ...623.1171T,2005,44,0.169756,,20.8133,0.121,0.152077,0.152077,HD 102117,39.6983,+11:44:50.53,-58:42:12.74,1.083,1.13334
OGLE-05-071L b,Udalski 2005,http://adsabs.harvard.edu/abs/2005ApJ...628L.109U,2005,,3.8,,3600,,3.54863,3.6,OGLE-05-071L,3200,17:50:09.000,-34:40:23.0,0.46,
HD 2638 b,Moutou 2005,http://adsabs.harvard.edu/abs/2005A%26A...439..367M,2005,28,0.477325,,3.4442,0,0.0435743,0.0435743,HD 2638,49.9251,+00:29:59.93,-05:45:48.45,0.93,1.1428
HD 50499 b,Vogt 2005,http://adsabs.harvard.edu/abs/2005ApJ...632..638V,2005,37,1.74473,,2457.8717,0.253675,3.87172,3.87172,HD 50499,46.1255,+06:52:02.07,-33:54:56.62,1.28,1.18426
HD 45350 b,Marcy 2005,http://adsabs.harvard.edu/abs/2005ApJ...619..570M,2005,38,1.83614,,963.6,0.778,1.94413,1.94413,HD 45350,48.8759,+06:28:45.74,+38:57:47.13,1.054,1.18013
HD 33564 b,Galland 2005,http://adsabs.harvard.edu/abs/2005A%26A...444L..21G,2005,15,9.12785,,388,0.34,1.1241,1.1241,HD 33564,20.8855,+05:22:33.78,+79:13:50.72,1.25,
GJ 876 d,Rivera 2005,http://adsabs.harvard.edu/abs/2005ApJ...634..625R,2005,155,0.0184193,,1.93778,0.207,0.0208066,0.0208066,GJ 876,4.68867,+22:53:16.16,-14:15:43.41,0.32,
HD 208487 b,Tinney 2005,http://adsabs.harvard.edu/abs/2005ApJ...623.1171T,2005,35,0.5122,,130.08,0.24,0.520765,0.520765,HD 208487,45.8505,+21:57:19.77,-37:45:48.00,1.113,1.20627
GJ 581 b,Bonfils 2005,http://adsabs.harvard.edu/abs/2005A%26A...443L..15B,2005,240,0.0499019,,5.36865,0.031,0.0406125,0.0406125,GJ 581,6.24532,+15:19:27.55,-07:43:19.34,0.31,0.299
HD 37124 d,Vogt 2005,http://adsabs.harvard.edu/abs/2005ApJ...632..638V,2005,66,0.68665,,1862,0.16,2.80658,2.80658,HD 37124,33.67,+05:37:02.54,+20:43:54.51,0.85,0.772275
HD 190360 c,Vogt 2005,http://adsabs.harvard.edu/abs/2005ApJ...632..638V,2005,107,0.0589738,,17.111027,0.23747,0.129216,0.129216,HD 190360,15.8579,+20:03:36.95,+29:53:53.09,0.983,1.07528
HD 188015 b,Marcy 2005,http://adsabs.harvard.edu/abs/2005ApJ...619..570M,2005,44,1.46957,,461.2,0.137,1.19018,1.19018,HD 188015,57.0125,+19:52:04.51,+28:06:02.15,1.056,1.03281
HD 202206 c,Correia 2005,http://adsabs.harvard.edu/abs/2005A%26A...440..751C,2005,,2.33098,,1383.4,0.267,2.49004,2.49004,HD 202206,45.3309,+21:14:57.79,-20:47:20.11,1.074,0.985786
HD 93083 b,Lovis 2005,http://adsabs.harvard.edu/abs/2005A%26A...437.1121L,2005,16,0.368176,,143.58,0.14,0.476549,0.476549,HD 93083,27.8552,+10:44:20.98,-33:34:35.96,0.7,1.14863
OGLE-TR-10 b,Konacki 2005,http://adsabs.harvard.edu/abs/2005ApJ...624..372K,2005,9,0.62,1.25,3.10129,0,0.0434856,0.0434856,OGLE-TR-10,,17:51:28.250,-29:52:34.9,1.14,1.17
HD 183263 b,Marcy 2005,http://adsabs.harvard.edu/abs/2005ApJ...619..570M,2005,41,3.57445,,626.516,0.35672,1.49006,1.49006,HD 183263,55.0964,+19:28:24.58,+08:21:29.28,1.121,1.11717
HD 13189 b,Hatzes 2005,http://adsabs.harvard.edu/abs/2005A&A...437..743H,2005,13,7.12332,,471.6,0.27,1.25186,1.25186,HD 13189,1851.85,+02:09:40.17,+32:18:59.12,1.17,32.3233
HD 11977 b,Setiawan 2005,http://adsabs.harvard.edu/abs/2005A%26A...437L..31S,2005,,7.40012,,711,0.4,2.063,2.063,HD 11977,67.0691,+01:54:56.01,-67:38:50.93,2.31,8.14661
HD 109749 b,Fischer 2006,http://adsabs.harvard.edu/abs/2006ApJ...637.1094F,2006,21,0.27467,,5.24,0,0.0629198,0.0629198,HD 109749,56.2746,+12:37:16.50,-40:48:43.57,1.21,1.10733
HD 187085 b,Jones 2006,http://adsabs.harvard.edu/abs/2006MNRAS.369..249J,2006,33,0.803694,,986,0.47,2.02754,2.02754,HD 187085,44.0335,+19:49:33.96,-37:46:49.07,1.143,1.31178
HD 118203 b,Da Silva 2006,http://adsabs.harvard.edu/abs/2006A%26A...446..717D,2006,43,2.13623,,6.1335,0.309,0.0702997,0.0702997,HD 118203,88.574,+13:34:02.62,+53:43:43.39,1.23,2.14975
HD 102195 b,Ge 2006,http://adsabs.harvard.edu/abs/2006ApJ...648..683G,2006,19,0.452799,,4.113775,0,0.0479747,0.0479747,HD 102195,29.6384,+11:45:42.40,+02:49:18.31,0.87,0.937994
HIP 14810 b,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,2006,53,3.87441,,6.673859,0.142483,0.0692271,0.0692271,HIP 14810,53.4474,+03:11:14.23,+21:05:50.96,0.99,1.31998
WASP-33 b,Christian 2006,http://adsabs.harvard.edu/abs/2006MNRAS.372.1117C,2006,29,0,1.497,1.21986983,0,0.0255483,0.0255483,WASP-33,115.607,+02:26:51.06,+37:33:01.81,1.495,1.444
HD 33283 b,Johnson 2006,http://adsabs.harvard.edu/abs/2006ApJ...647..600J,2006,25,0.330171,,18.179001,0.48,0.145378,0.145378,HD 33283,94.162,+05:08:00.98,-26:47:50.49,1.24,1.45431
TrES-2 b,O'Donovan 2006,http://adsabs.harvard.edu/abs/2006ApJ...651L..61O,2006,11,1.20071,1.224,2.47063,0,0.0355765,0.0355765,TrES-2,212.766,19:07:14.035,+49:18:59.0,0.983,1.003
HD 107148 b,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,2006,35,0.212171,,48.056,0.05,0.270013,0.270013,HD 107148,51.2033,+12:19:13.52,-03:19:10.82,1.137,1.04161
HD 73526 c,Tinney 2006,http://adsabs.harvard.edu/abs/2006ApJ...647..594T,2006,30,2.4209,,377.8,0.14,1.02831,1.02831,HD 73526,100.705,+08:37:16.53,-41:19:10.18,1.014,1.45542
HD 164922 b,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,2006,64,0.357927,,1155,0.05,2.10091,2.10091,HD 164922,22.119,+18:02:30.61,+26:18:52.08,0.927,0.899472
HD 86081 b,Johnson 2006,http://adsabs.harvard.edu/abs/2006ApJ...647..600J,2006,26,1.49595,,2.1375,0.008,0.0346186,0.0346186,HD 86081,95.3289,+09:56:05.96,-03:48:30.47,1.21,1.18909
XO-1 b,McCullough 2006,http://adsabs.harvard.edu/abs/2006ApJ...648.1228M,2006,10,0.918464,1.206,3.941534,0,0.049283,0.049283,XO-1,171.821,16:02:11.840,+28:10:10.4,1.027,0.934
HD 4308 b,Udry 2006,http://adsabs.harvard.edu/abs/2006A%26A...447..361U,2006,41,0.0477376,,15.56,0,0.119192,0.119192,HD 4308,22.0556,+00:44:39.04,-65:38:51.78,0.933,0.82259
HD 69830 c,Lovis 2006,http://adsabs.harvard.edu/abs/2006Natur.441..305L,2006,74,0.0367709,,31.559999,0.13,0.185072,0.185072,HD 69830,12.4938,+08:18:23.78,-12:37:47.17,0.849,0.921634
HD 185269 b,Johnson 2006,http://adsabs.harvard.edu/abs/2006ApJ...652.1724J,2006,70,0.954212,,6.8378503,0.295952,0.0765701,0.0765701,HD 185269,50.2765,+19:37:11.76,+28:30:00.22,1.28,2.59
OGLE-05-390L b,Beaulieu 2006,http://adsabs.harvard.edu/abs/2006Natur.439..437B,2006,,0.0173,,3500,,2.72349,2.6,OGLE-05-390L,6500,17:54:19.200,-30:22:38.0,0.22,
HD 69830 d,Lovis 2006,http://adsabs.harvard.edu/abs/2006Natur.441..305L,2006,74,0.0563373,,197,0.07,0.627426,0.627426,HD 69830,12.4938,+08:18:23.78,-12:37:47.17,0.849,0.921634
HD 10647 b,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,2006,28,0.925037,,1003,0.16,2.02175,2.02175,HD 10647,17.4338,+01:42:29.15,-53:44:26.07,1.095,1.18569
HD 149143 b,Fischer 2006 ; da Silva 2006,http://adsabs.harvard.edu/abs/2006ApJ...637.1094F ; http://adsabs.harvard.edu/abs/2006A%26A...446..717D,2006,17,1.32811,,4.072,0.016,0.0530508,0.0530508,HD 149143,62.0347,+16:32:51.06,+02:05:06.14,1.2,1.71219
HD 99109 b,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,2006,41,0.504198,,439.3,0.09,1.10806,1.10806,HD 99109,49.9251,+11:24:17.46,-01:31:43.27,0.94,0.973205
HD 20782 b,Jones 2006,http://adsabs.harvard.edu/abs/2006MNRAS.369..249J,2006,36,1.9,,591.9,0.97,1.36607,1.36607,HD 20782,35.524,+03:20:03.35,-28:51:14.09,0.969,1.12933
OGLE-05-169L b,Gould 2006,http://adsabs.harvard.edu/abs/2006ApJ...644L..37G,2006,,0.04,,3300,,3.41991,2.7,OGLE-05-169L,2700,18:06:05.320,-30:43:57.5,0.49,
HD 69830 b,Lovis 2006,http://adsabs.harvard.edu/abs/2006Natur.441..305L,2006,74,0.0316488,,8.6669998,0.1,0.0781916,0.0781916,HD 69830,12.4938,+08:18:23.78,-12:37:47.17,0.849,0.921634
HD 142022 b,Eggenberger 2006,http://adsabs.harvard.edu/abs/2006A%26A...447.1159E,2006,76,4.46762,,1928,0.53,2.93163,2.93163,HD 142022,34.3289,+16:10:16.98,-84:13:53.53,0.9,1.09856
HD 224693 b,Johnson 2006,http://adsabs.harvard.edu/abs/2006ApJ...647..600J,2006,24,0.714594,,26.73,0.05,0.192441,0.192441,HD 224693,98.4252,+23:59:53.74,-22:25:41.45,1.33,1.17028
HD 81040 b,Sozzetti 2006,http://adsabs.harvard.edu/abs/2006A%26A...449..417S,2006,26,6.87654,,1001.7,0.526,1.9372,1.9372,HD 81040,33.1126,+09:23:47.18,+20:21:51.72,0.96,0.918818
HD 212301 b,Lo Curto 2006,http://adsabs.harvard.edu/abs/2006A%26A...451..345L,2006,23,0.39615,,2.245715,0,0.034116,0.034116,HD 212301,54.9451,+22:27:30.71,-77:43:03.72,1.05,
GJ 849 b,Butler 2006,http://adsabs.harvard.edu/abs/2006PASP..118.1685B,2006,27,0.830886,,1882,0.04,2.35317,2.35317,GJ 849,9.09587,+22:09:39.68,-04:38:26.45,0.49,
HD 66428 b,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,2006,29,2.74962,,1973,0.465,3.14259,3.14259,HD 66428,54.9149,+08:03:28.71,-01:09:43.93,1.061,0.979625
HD 11964 b,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,2006,119,0.608106,,1944.5898,0.041,3.1288,3.1288,HD 11964,32.8515,+01:57:09.82,-10:14:30.61,1.08,1.76025
HD 11506 b,Fischer 2007,http://adsabs.harvard.edu/abs/2007ApJ...669.1336F,2007,26,4.7347,,1405,0.3,2.60488,2.60488,HD 11506,51.7063,+01:52:50.52,-19:30:24.25,1.19,1.26275
HIP 14810 c,Wright 2007,http://adsabs.harvard.edu/abs/2007ApJ...657..533W,2007,53,1.27518,,147.76916,0.153155,0.545404,0.545404,HIP 14810,53.4474,+03:11:14.23,+21:05:50.96,0.99,1.31998
HD 43691 b,Da Silva 2007,http://adsabs.harvard.edu/abs/2007A%26A...473..323D,2007,36,2.49717,,36.959999,0.14,0.241901,0.241901,HD 43691,80.3859,+06:19:34.66,+41:05:32.77,1.38,1.34586
HD 171028 b,Santos 2007,http://adsabs.harvard.edu/abs/2007A%26A...474..647S,2007,48,1.98809,,550,0.59,1.31895,1.31895,HD 171028,109.89,18:32:15.493,+06:56:44.7,1.01,2.14418
HD 125612 b,Fischer 2007,http://adsabs.harvard.edu/abs/2007ApJ...669.1336F,2007,19,3.06805,,559.40487,0.45899,1.3728,1.3728,HD 125612,54.2005,+14:20:53.55,-17:28:52.90,1.1,1.0426
HD 170469 b,Fischer 2007,http://adsabs.harvard.edu/abs/2007ApJ...669.1336F,2007,35,0.668676,,1145,0.11,2.23538,2.23538,HD 170469,62.7353,+18:29:11.01,+11:41:43.96,1.136,1.22117
HD 132406 b,Da Silva 2007,http://adsabs.harvard.edu/abs/2007A%26A...473..323D,2007,21,5.60495,,974,0.34,1.98227,1.98227,HD 132406,67.8887,+14:56:54.67,+53:22:58.26,1.09,
XO-2 b,Burke 2007,http://adsabs.harvard.edu/abs/2007ApJ...671.2115B,2007,10,0.56654,0.983,2.615838,0,0.0368367,0.0368367,XO-2,148.148,07:48:06.468,+50:13:32.9,0.974,0.971
TrES-3 b,O'Donovan 2007,http://adsabs.harvard.edu/abs/2007ApJ...663L..37O,2007,7,1.91,1.336,1.30619,0,0.0227178,0.0227178,TrES-3,245.098,17:52:07.020,+37:32:46.2,0.915,0.812
HD 159868 b,O'Toole 2007,http://adsabs.harvard.edu/abs/2007ApJ...660.1636O,2007,47,2.20004,,1178.4,0.01,2.29553,2.29553,HD 159868,58.6854,+17:38:59.71,-43:08:42.37,1.16,1.84825
HD 24040 b,Wright 2007,http://adsabs.harvard.edu/abs/2007ApJ...657..533W,2007,100,4.02189,,3668,0.04,4.92406,4.92406,HD 24040,46.5983,+03:50:22.90,+17:28:37.13,1.18,1.15444
HD 192699 b,Johnson 2007,http://adsabs.harvard.edu/abs/2007ApJ...665..785J,2007,,2.29191,,345.53,0.129,1.12292,1.12292,HD 192699,65.6168,+20:16:06.03,+04:34:51.31,1.58,3.61317
HD 219828 b,Melo 2007,http://adsabs.harvard.edu/abs/2007A%26A...467..721M,2007,22,0.0622185,,3.8334999,0,0.0515012,0.0515012,HD 219828,72.3066,+23:18:46.74,+18:38:44.57,1.24,1.4682
GJ 317 b,Johnson 2007,http://adsabs.harvard.edu/abs/2007ApJ...670..833J,2007,37,1.26045,,692,0.11,0.953099,0.953099,GJ 317,15.1,08:40:59.240,-23:27:23.3,0.24,
TrES-4 b,Mandushev 2007,http://adsabs.harvard.edu/abs/2007ApJ...667L.195M,2007,3,0.925,1.783,3.553945,0,0.0509243,0.0509243,TrES-4,485.437,17:53:13.058,+37:12:42.3,1.394,1.816
NGC 4349 127 b,Lovis 2007,http://adsabs.harvard.edu/abs/2007A&A...472..657L,2007,20,9.88561,,677.8,0.19,1.68103,1.68103,NGC 4349 127,2200,12:24:35.474,-61:49:11.6,1.37,42.3715
HD 155358 c,Cochran 2007,http://adsabs.harvard.edu/abs/2007ApJ...665.1407C,2007,122,0.807031,,391.9,0.16,1.00082,1.00082,HD 155358,44.1112,+17:09:34.77,+33:21:22.97,0.87,1.49875
HD 190647 b,Naef 2007,http://adsabs.harvard.edu/abs/2007A%26A...470..721N,2007,21,1.90296,,1038.1,0.18,2.07238,2.07238,HD 190647,57.2738,+20:07:19.69,-35:32:17.27,1.1,1.42287
HAT-P-1 b,Bakos 2007,http://adsabs.harvard.edu/abs/2007ApJ...656..552B,2007,13,0.532369,1.242,4.4652934,0,0.0553326,0.0553326,HAT-P-1,155.279,22:57:46.825,+38:40:29.8,1.133,1.135
HD 11964 c,Wright 2007,http://adsabs.harvard.edu/abs/2007ApJ...657..533W,2007,119,0.0770689,,37.910254,0.301733,0.226601,0.226601,HD 11964,32.8515,+01:57:09.82,-10:14:30.61,1.08,1.76025
HD 100777 b,Naef 2007,http://adsabs.harvard.edu/abs/2007A%26A...470..721N,2007,29,1.16502,,383.70001,0.36,1.03378,1.03378,HD 100777,49.6032,+11:35:51.53,-04:45:20.80,1,1.07881
HAT-P-5 b,Bakos 2007,http://adsabs.harvard.edu/abs/2007ApJ...671L.173B,2007,8,1.05561,1.254,2.788491,0,0.0407152,0.0407152,HAT-P-5,341.297,18:17:37.299,+36:37:16.8,1.157,1.165
HAT-P-3 b,Torres 2007,http://adsabs.harvard.edu/abs/2007ApJ...666L.121T,2007,5,0.595712,0.899,2.899703,0,0.0388252,0.0388252,HAT-P-3,138.696,13:44:22.58,+48:01:43.2,0.928,0.833
WASP-1 b,Collier-Cameron 2007,http://adsabs.harvard.edu/abs/2007MNRAS.375..951C,2007,7,0.918,1.516,2.5199449,0,0.0385203,0.0385203,WASP-1,408.163,00:20:40.077,+31:59:23.7,1.2,1.517
4 UMa b,Dollinger 2007,http://adsabs.harvard.edu/abs/2007A%26A...472..649D,2007,,7.13242,,269.29999,0.432,0.876999,0.876999,4 UMa,78.4929,+08:40:12.90,+64:19:40.34,1.234,34.6101
HD 23127 b,O'Toole 2007,http://adsabs.harvard.edu/abs/2007ApJ...660.1636O,2007,34,1.40487,,1214,0.44,2.31864,2.31864,HD 23127,98.7167,+03:39:23.55,-60:04:41.49,1.127,1.51172
WASP-2 b,Collier-Cameron 2007,http://adsabs.harvard.edu/abs/2007MNRAS.375..951C,2007,26,0.908659,1.077,2.1522254,0,0.0312729,0.0312729,WASP-2,165.837,20:30:54.130,+06:25:46.3,0.88,0.84
HD 5319 b,Robinson 2007,http://adsabs.harvard.edu/abs/2007ApJ...670.1391R,2007,30,1.76545,,641,0.02,1.6698,1.6698,HD 5319,114,+00:55:01.40,+00:47:22.84,1.51,3.85
HD 17156 b,Fischer 2007,http://adsabs.harvard.edu/abs/2007ApJ...669.1336F,2007,33,3.30275,1.02,21.21663,0.6819,0.163197,0.163197,HD 17156,75.0188,+02:49:44.32,+71:45:11.92,1.285,1.507
epsilon Tau b,Sato 2007,http://adsabs.harvard.edu/abs/2007ApJ...661..527S,2007,20,7.67663,,594.90002,0.151,1.93647,1.93647,epsilon Tau,44.964,+04:28:36.93,+19:10:49.88,2.73,12.752
HD 231701 b,Fischer 2007,http://adsabs.harvard.edu/abs/2007ApJ...669.1336F,2007,17,1.08667,,141.60001,0.1,0.555583,0.555583,HD 231701,118.483,+19:32:04.12,+16:28:27.31,1.14,1.24116
HD 75898 b,Robinson 2007,http://adsabs.harvard.edu/abs/2007ApJ...670.1391R,2007,20,2.51504,,418.20001,0.1,1.18906,1.18906,HD 75898,75.7576,+08:53:50.87,+33:03:24.77,1.28,1.54576
HD 221287 b,Naef 2007,http://adsabs.harvard.edu/abs/2007A%26A...470..721N,2007,26,3.11535,,456.10001,0.08,1.25015,1.25015,HD 221287,55.2792,+23:31:20.14,-58:12:34.99,1.25,1.10236
GJ 674 b,Bonfils 2007,http://adsabs.harvard.edu/abs/2007A%26A...474..293B,2007,,0.034879,,4.6938,0.2,0.0386657,0.0386657,GJ 674,4.5405,+17:28:39.46,-46:53:34.99,0.35,
HD 210702 b,Johnson 2007,http://adsabs.harvard.edu/abs/2007ApJ...665..785J,2007,,1.86459,,354.29,0.036,1.17218,1.17218,HD 210702,54.9451,+22:11:51.33,+16:02:26.15,1.71,5.17
HAT-P-4 b,Kovacs 2007,http://adsabs.harvard.edu/abs/2007ApJ...670L..41K,2007,9,0.671507,1.274,3.056536,0,0.0443853,0.0443853,HAT-P-4,313.48,15:19:57.92,+36:13:46.7,1.248,1.596
GJ 581 c,Udry 2007,http://adsabs.harvard.edu/abs/2007A%26A...469L..43U,2007,240,0.0167756,,12.9182,0.07,0.0729238,0.0729238,GJ 581,6.24532,+15:19:27.55,-07:43:19.34,0.31,0.299
HD 175541 b,Johnson 2007,http://adsabs.harvard.edu/abs/2007ApJ...665..785J,2007,29,0.52763,,297.3,0.33,0.961227,0.961227,HD 175541,127.065,+18:55:40.89,+04:15:55.95,1.34,3.07498
HD 155358 b,Cochran 2007,http://adsabs.harvard.edu/abs/2007ApJ...665.1407C,2007,122,0.819484,,194.3,0.17,0.626938,0.626938,HD 155358,44.1112,+17:09:34.77,+33:21:22.97,0.87,1.49875
HD 17092 b,Niedzielski 2007,http://adsabs.harvard.edu/abs/2007ApJ...669.1354N,2007,,4.96206,,359.89999,0.166,1.30798,1.30798,HD 17092,108.696,02:46:22.115,+49:39:11.0,2.3,11.8
NGC 2423 3 b,Lovis 2007,http://adsabs.harvard.edu/abs/2007A&A...472..657L,2007,46,6.63106,,714.3,0.21,1.6555,1.6555,NGC 2423 3,766.002,07:37:09.238,-13:54:23.9,1.18,21.2079
HAT-P-2 b,Bakos 2007,http://adsabs.harvard.edu/abs/2007ApJ...670..826B,2007,70,8.87066,1.157,5.6334729,0.5171,0.0679088,0.0679088,HAT-P-2,114.416,+16:20:36.37,+41:02:53.36,1.308,1.506
HD 154345 b,Wright 2007,http://adsabs.harvard.edu/abs/2007ApJ...657..533W,2007,41,0.956901,,3341.5588,0.044,4.21377,4.21377,HD 154345,18.5874,+17:02:36.30,+47:04:47.29,0.893,1
HD 154857 c,O'Toole 2007,http://adsabs.harvard.edu/abs/2007ApJ...660.1636O,2007,70,2.57917,,3452,0.06,5.35635,5.35635,HD 154857,64.2261,+17:11:15.63,-56:40:50.38,1.718,1.86203
mu Ara e,Pepe 2007 ; Gozdiewski 2007,http://adsabs.harvard.edu/abs/2007A%26A...462..769P ; http://adsabs.harvard.edu/abs/2007ApJ...657..546G,2007,170,0.543322,,310.54999,0.0666,0.93961,0.93961,mu Ara,15.5111,+17:44:08.72,-51:50:00.92,1.147,1.25035
HD 81688 b,Sato 2008,http://adsabs.harvard.edu/abs/2008PASJ...60..539S,2008,81,2.6907,,184.02,0,0.811148,0.811148,HD 81688,85.8369,+09:28:39.99,+45:36:06.46,2.1,20.8234
HR 8799 b,Marois 2008,http://adsabs.harvard.edu/abs/2008Sci...322.1348M,2008,,7,1.2,164253,0,67.4293,67.4293,HR 8799,39.4,+23:07:28.65,+21:08:03.74,1.516,1.44
HAT-P-6 b,Noyes 2008,http://adsabs.harvard.edu/abs/2008ApJ...673L..79N,2008,15,1.05957,1.33,3.852985,0,0.0523738,0.0523738,HAT-P-6,261.097,23:39:05.806,+42:27:57.5,1.29,1.46
WASP-3 b,Pollacco 2008,http://adsabs.harvard.edu/abs/2008MNRAS.385.1576P,2008,20,2.01184,1.29,1.846834,0,0.0314948,0.0314948,WASP-3,220,18:34:31.625,+35:39:41.5,1.22,1.31
HD 156846 b,Tamuz 2008,http://adsabs.harvard.edu/abs/2008A%26A...480L..33T,2008,64,11.0076,,359.51001,0.8472,1.11751,1.11751,HD 156846,47.619,+17:20:34.40,-19:20:00.24,1.43,1.58242
Fomalhaut b,Kalas 2008,http://adsabs.harvard.edu/abs/2008Sci...322.1345K,2008,,0.5,,318498,0.12,113.443,113.443,Fomalhaut,7.704,+22:57:38.83,-29:37:18.61,1.92,1.842
HR 8799 d,Marois 2008,http://adsabs.harvard.edu/abs/2008Sci...322.1348M,2008,,9.5,1.37,41054,0.1,26.7553,26.7553,HR 8799,39.4,+23:07:28.65,+21:08:03.74,1.516,1.44
